SMILES	FunctionalGroups
CCCCCC=CC=CC(=O)OCCC	Ester, Carbonyl
CCCCCC=CCC=CCO	Alcohol
CCCCCC=O	Carbonyl
CCCCCC1(C)CCC(C)(C)C1=O	Carbonyl
CCCCCC1=C(C)CCC1=O	Carbonyl
CCCCCC1=CC(=O)CCC1	Carbonyl
CCCCCC1=CC=CC(=O)O1	NO_MATCH
CCCCCC1=CCC(=O)O1	Ester, Carbonyl
CCCCCC1=CCCC1=O	Carbonyl
CCCCCC1=NC=CN=C1C	NO_MATCH
CCCCCC1C(C)CCC1=O	Carbonyl
CCCCCC1C(CCC1=O)CC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCC1C(CCC1=O)CC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCC1C(O1)C=CC=O	Carbonyl
CCCCCC1C(O1)C=O	Carbonyl
CCCCCC1CC(=O)C=C(C)C1C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCC1CC=CC(=O)O1	Ester, Carbonyl
CCCCCC1CC=CC(=O)O1	Ester, Carbonyl
CCCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCCC1CCCC1=O	Carbonyl
CCCCCC1CCCC1O	Alcohol
CCCCCc1ccccn1	NO_MATCH
CCCCCC1CCOC(O1)C	NO_MATCH
CCCCCC1COCCC1OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCc1nc2ccccc2nc1C	NO_MATCH
CCCCCC1OC(=O)C=C1	Ester, Carbonyl
CCCCCC1OC(=O)CC1C	Ester, Carbonyl
CCCCCC1OC(C(O1)C)C	NO_MATCH
CCCCCC1OCC(C)O1	NO_MATCH
CCCCCC1OCC(C)O1	NO_MATCH
CCCCCC1OCCC(S1)CCC	NO_MATCH
CCCCCc1occc1	NO_MATCH
CCCCCc1sccc1	NO_MATCH
CCCCCCC#CC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCC#CC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCC#CC(OC)OC	Methoxy
CCCCCCC(=O)C=C	Carbonyl
CCCCCCC(=O)CC	Carbonyl
CCCCCCC(=O)CCOC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C	Ester, Carbonyl
CCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCC(=O)OCC(C)C	Ester, Carbonyl
CCCCCCC(=O)OCC=C	Ester, Carbonyl
CCCCCCC(=O)OCc1ccccc1	Ester, Carbonyl
CCCCCCC(=O)OCCC	Ester, Carbonyl
CCCCCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCCC(=O)OCCCCC	Ester, Carbonyl
CCCCCCC(=O)OCCCCCC	Ester, Carbonyl
CCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCC(C)C=O	Carbonyl
CCCCCCC(C)O	Alcohol
CCCCCCC(CC)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCC(CCOC(=O)C)O	Ester, Aldehyde, Acetyl, Alcohol, Carbonyl
CCCCCCC(CO)C(C)=O	Aldehyde, Acetyl, Alcohol, Carbonyl
CCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCC(O)C=C	Alcohol
CCCCCCC(O)CC	Alcohol
CCCCCCC(O)Cc1ccccc1	Alcohol
CCCCCCC(OC)OC	Methoxy
CCCCCCC(OCC)OCC	Ethoxy
CCCCCCC/C=C/C(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCC/C=C/C(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCC/C=C/C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCC/C=C/C(=O)OCCCC	Ester, Carbonyl
CCCCCCC/C=C/C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCC/C=C/C=C/C=O	Carbonyl
CCCCCCC/C=C/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCC/C=C\CCC=O	Carbonyl
CCCCCCC[C@@H]1CCC(=O)O1	Ester, Carbonyl
CCCCCCC[C@@H]1CCCC(=O)O1	Ester, Carbonyl
CCCCCCC[C@H]1CCC(=O)O1	Ester, Carbonyl
CCCCCCC[C@H]1CCC(=O)O1	Ester, Carbonyl
CCCCCCC\C(C=O)=C/c1ccccc1	Carbonyl
CCCCCCC\C=C/C=O	Carbonyl
CCCCCCC\C=C/C=O	Carbonyl
CCCCCCC\C=C\C=C\CO	Alcohol
CCCCCCC\C=C\C=O	Carbonyl
CCCCCCC\C=C\CO	Alcohol
CCCCCCC\C=C\CO	Alcohol
CCCCCCC=O	Carbonyl
CCCCCCC1(C)CCC(=O)O1	Ester, Carbonyl
CCCCCCC1=CCCC1=O	Carbonyl
CCCCCCC1C(CCC1=O)C(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCC1CC(CO1)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCc1ccc(/C=C/C(OC)OC)cc1	Methoxy
CCCCCCC1CCC(=O)O1	Ester, Carbonyl
CCCCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCCCC1CCCC1=O	Carbonyl
CCCCCCC1CCCCC(=O)O1	Ester, Carbonyl
CCCCCCc1ccccn1	NO_MATCH
CCCCCCC1CCOC1=O	Ester, Carbonyl
CCCCCCC1COC(=O)CO1	Ester, Carbonyl
CCCCCCC1OC(=O)CC1C	Ester, Carbonyl
CCCCCCC1OC(C)C(C)O1	NO_MATCH
CCCCCCC1OCC(CO)O1	Alcohol
CCCCCCC1OCCC(C)O1	NO_MATCH
CCCCCCC1OCCO1	NO_MATCH
CCCCCCc1sccc1	NO_MATCH
CCCCCCCC#N	Nitrile
CCCCCCCC(=O)CC	Carbonyl
CCCCCCCC(=O)N(CC)CC	Carbonyl, Amine
CCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C	Ester, Carbonyl
CCCCCCCC(=O)OC(C)C	Ester, Carbonyl
CCCCCCCC(=O)OC\C=C(C)\CCC=C(C)C	Ester, Carbonyl
CCCCCCCC(=O)Oc1ccc(C)cc1	Carbonyl
CCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCC(=O)OCC\C=C/CC	Ester, Carbonyl
CCCCCCCC(=O)OCC=C	Ester, Carbonyl
CCCCCCCC(=O)OCc1ccccc1	Ester, Carbonyl
CCCCCCCC(=O)OCc1occc1	Ester, Carbonyl
CCCCCCCC(=O)OCCC	Ester, Carbonyl
CCCCCCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCCCCCC(=O)OCCc1ccccc1	Ester, Carbonyl
CCCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCCCC(=O)OCCCCC	Ester, Carbonyl
CCCCCCCC(=O)OCCCCCC	Ester, Carbonyl
CCCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCC(C)O	Alcohol
CCCCCCCC(COC(C)=O)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCC(O)C=C	Alcohol
CCCCCCCC(O)CC	Alcohol
CCCCCCCC(O)CCCC(=O)OCC(O)CO	Ester, Alcohol, Carbonyl
CCCCCCCC(OC)OC	Methoxy
CCCCCCCC(OCC)OCC	Ethoxy
CCCCCCCC/C=C/CCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCC/C=C/CCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCC/C=C/CO	Alcohol
CCCCCCCC/C=C/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCC[C@@H]1CCOC1=O	Ester, Carbonyl
CCCCCCCC[C@H]1CCC(=O)O1	Ester, Carbonyl
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O	Ester, Alcohol, Carbonyl
CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCCCC\C=C\C=O	Carbonyl
CCCCCCCC\C=C\C=O	Carbonyl
CCCCCCCC\C=C\C=O	Carbonyl
CCCCCCCC\C=C\CC=O	Carbonyl
CCCCCCCC\C=C\CO	Alcohol
CCCCCCCC=Nc1ccccc1C(=O)OC	Ester, Methoxy, Carbonyl, Imino
CCCCCCCC=O	Carbonyl
CCCCCCCC1(OCC(O1)C)C	NO_MATCH
CCCCCCCC1CC(C)OC1=O	Ester, Carbonyl
CCCCCCCC1CC=CC(=O)O1	Ester, Carbonyl
CCCCCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCCCCC1CCCC1=O	Carbonyl
CCCCCCCc1ccccn1	NO_MATCH
CCCCCCCC1CCCO1	NO_MATCH
CCCCCCCc1occc1	NO_MATCH
CCCCCCCC1OCCO1	NO_MATCH
CCCCCCCCC#CC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCC#CC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCC(=O)C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1	Methoxy, Alcohol, Carbonyl, Amine
CCCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCC(=O)OC\C=C(C)\CCC=C(C)C	Ester, Carbonyl
CCCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCC(=O)OCC=C	Ester, Carbonyl
CCCCCCCCC(=O)OCc1ccccc1	Ester, Carbonyl
CCCCCCCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCCCCC(=O)OCCCCC	Ester, Carbonyl
CCCCCCCCC(=O)OCCCCCC	Ester, Carbonyl
CCCCCCCCC(=O)OCCCCCCC	Ester, Carbonyl
CCCCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCCC(C)C#N	Nitrile
CCCCCCCCC(C)C=O	Carbonyl
CCCCCCCCC(CC)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCC(OC)OC	Methoxy
CCCCCCCCC(OCC)OCC	Ethoxy
CCCCCCCCC/C=C/CO	Alcohol
CCCCCCCCC\C=C/C=O	Carbonyl
CCCCCCCCC\C=C\C=O	Carbonyl
CCCCCCCCC\C=C\CO	Alcohol
CCCCCCCCC\C=C\COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCC=NC1=CC=CC=C1C(=O)OC	Ester, Methoxy, Carbonyl, Imino
CCCCCCCCC=O	Carbonyl
CCCCCCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCCCCCc1sccc1	NO_MATCH
CCCCCCCCCC#N	Nitrile
CCCCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCCC(=O)OC(C)C	Ester, Carbonyl
CCCCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCCC(=O)OCC(C)C	Ester, Carbonyl
CCCCCCCCCC(=O)OCC=C	Ester, Carbonyl
CCCCCCCCCC(=O)OCC1=CC=CO1	Ester, Carbonyl
CCCCCCCCCC(=O)OCCC	Ester, Carbonyl
CCCCCCCCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCCCCCCCC(=O)OCCCCC	Ester, Carbonyl
CCCCCCCCCC(=O)OCCCCCCC	Ester, Carbonyl
CCCCCCCCCC(=O)OCCCCCCCC	Ester, Carbonyl
CCCCCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCCCC(C)C(OC)OC	Methoxy
CCCCCCCCCC(C)C=O	Carbonyl
CCCCCCCCCC(C)CC#N	Nitrile
CCCCCCCCCC(C)O	Alcohol
CCCCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCCC(OC)OC	Methoxy
CCCCCCCCCC(OCC)OCC	Ethoxy
CCCCCCCCCC/C=C/CO	Alcohol
CCCCCCCCCC\C=C\C#N	Nitrile
CCCCCCCCCC\C=C\C=O	Carbonyl
CCCCCCCCCC\C=C\C=O	Carbonyl
CCCCCCCCCC\C=C\COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCCC=Nc1ccccc1C(=O)OC	Ester, Methoxy, Carbonyl, Imino
CCCCCCCCCC=O	Carbonyl
CCCCCCCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCCCC(OC)OC	Methoxy
CCCCCCCCCCC/C=C/C=O	Carbonyl
CCCCCCCCCCC\C=C\C=O	Carbonyl
CCCCCCCCCCC=O	Carbonyl
CCCCCCCCCCC1=CC=CO1	NO_MATCH
CCCCCCCCCCC1OCC(O1)C	NO_MATCH
CCCCCCCCCCCC#N	Nitrile
CCCCCCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCCCCC(=O)Oc1ccc(C)cc1	Carbonyl
CCCCCCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCCCCC(=O)OCc1ccccc1	Ester, Carbonyl
CCCCCCCCCCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCCCCCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCCCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCCCCC(OC)OC	Methoxy
CCCCCCCCCCCC=O	Carbonyl
CCCCCCCCCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCCCCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCCCCCC=O	Carbonyl
CCCCCCCCCCCCCC#N	Nitrile
CCCCCCCCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCCCCCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCCCCCCC=O	Carbonyl
CCCCCCCCCCCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCCCCCCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCCCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCCCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCCCCCCCCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCCCCCCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCCCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO	Ester, Alcohol, Carbonyl
CCCCCCCCCCCCCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCCCCCCCCCCCCCC(O)=O.CC(O)CO	Carboxylic Acid, Alcohol, Carbonyl
CCCCCCCCCCCCCCCCO	Alcohol
CCCCCCCCCCCCCCCCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CCCCCCCCCCCCCCO	Alcohol
CCCCCCCCCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCCCO	Alcohol
CCCCCCCCCCCCOC(=O)C(C)C	Ester, Carbonyl
CCCCCCCCCCCCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CCCCCCCCCCCCOC(=O)CC	Ester, Carbonyl
CCCCCCCCCCCCOC(=O)CCC	Ester, Carbonyl
CCCCCCCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCCCS	Thiol, Thione
CCCCCCCCCCCO	Alcohol
CCCCCCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCO	Alcohol
CCCCCCCCCCO[S](C)=O	Sulfoxide
CCCCCCCCCCOC	Methoxy
CCCCCCCCCCOC(=O)c1ccccc1N	Ester, Carbonyl, Amine
CCCCCCCCCCOC(=O)CC	Ester, Carbonyl
CCCCCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCCCOC=C	NO_MATCH
CCCCCCCCCCOC=O	Ester, Carbonyl
CCCCCCCCCCOCC=O	Carbonyl
CCCCCCCCCO	Alcohol
CCCCCCCCCOC(=O)C1=CC=CC=C1N	Ester, Carbonyl, Amine
CCCCCCCCCOC(=O)c1ccccc1	Ester, Carbonyl
CCCCCCCCCOC(=O)CC(C)C	Ester, Carbonyl
CCCCCCCCCOC(=O)CCCCCC	Ester, Carbonyl
CCCCCCCCCOC(=O)CCCCCCC	Ester, Carbonyl
CCCCCCCCCOC(=O)CCCCCCCC	Ester, Carbonyl
CCCCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCO	Alcohol
CCCCCCCCOC(=O)/C=C/c1ccccc1	Ester, Carbonyl
CCCCCCCCOC(=O)\C=C/C	Ester, Carbonyl
CCCCCCCCOC(=O)C(C)C	Ester, Carbonyl
CCCCCCCCOC(=O)C(C)CC	Ester, Carbonyl
CCCCCCCCOC(=O)c1ccccc1	Ester, Carbonyl
CCCCCCCCOC(=O)c1occc1	Ester, Carbonyl
CCCCCCCCOC(=O)CC	Ester, Carbonyl
CCCCCCCCOC(=O)CC(C)C	Ester, Carbonyl
CCCCCCCCOC(=O)Cc1ccccc1	Ester, Carbonyl
CCCCCCCCOC(=O)CCC	Ester, Carbonyl
CCCCCCCCOC(=O)CCCCCC	Ester, Carbonyl
CCCCCCCCOC(=O)CCCCCCC	Ester, Carbonyl
CCCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCCOC=O	Ester, Carbonyl
CCCCCCCCOCC=O	Carbonyl
CCCCCCCCSC	Thioether
CCCCCCCO	Alcohol
CCCCCCCOC(=O)/C=C/c1ccccc1	Ester, Carbonyl
CCCCCCCOC(=O)C(C)C	Ester, Carbonyl
CCCCCCCOC(=O)C(C)CC	Ester, Carbonyl
CCCCCCCOC(=O)CC	Ester, Carbonyl
CCCCCCCOC(=O)CC(C)C	Ester, Carbonyl
CCCCCCCOC(=O)Cc1ccccc1	Ester, Carbonyl
CCCCCCCOC(=O)CCC	Ester, Carbonyl
CCCCCCCOC(=O)CCCC	Ester, Carbonyl
CCCCCCCOC(=O)CCCCC	Ester, Carbonyl
CCCCCCCOC(=O)CCCCCC	Ester, Carbonyl
CCCCCCCOC(=O)CCCCCCC	Ester, Carbonyl
CCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCCOC=O	Ester, Carbonyl
CCCCCCCOCC(=O)CO	Alcohol, Carbonyl
CCCCCCCS	Thiol, Thione
CCCCCCN	Amine
CCCCCCO	Alcohol
CCCCCCOC(=O)\C=C/C	Ester, Carbonyl
CCCCCCOC(=O)\C=C/C(=O)OCCCCCC	Ester, Carbonyl
CCCCCCOC(=O)\C=C\c1ccccc1	Ester, Carbonyl
CCCCCCOC(=O)\C=C\CCC	Ester, Carbonyl
CCCCCCOC(=O)C(/C)=C/C	Ester, Carbonyl
CCCCCCOC(=O)C(/C)=C/C	Ester, Carbonyl
CCCCCCOC(=O)C(C)(C)C	Ester, Tert-butyl, Carbonyl
CCCCCCOC(=O)C(C)C=CC	Ester, Carbonyl
CCCCCCOC(=O)C(C)CC	Ester, Carbonyl
CCCCCCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CCCCCCOC(=O)c1ccccc1	Ester, Carbonyl
CCCCCCOC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CCCCCCOC(=O)c1occc1	Ester, Carbonyl
CCCCCCOC(=O)CC	Ester, Carbonyl
CCCCCCOC(=O)CC(C)C	Ester, Carbonyl
CCCCCCOC(=O)CC(C)S	Ester, Thiol, Thione, Carbonyl
CCCCCCOC(=O)Cc1ccccc1	Ester, Carbonyl
CCCCCCOC(=O)CCC	Ester, Carbonyl
CCCCCCOC(=O)CCCC	Ester, Carbonyl
CCCCCCOC(=O)CCCCC	Ester, Carbonyl
CCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCCOC(C)OC	Methoxy
CCCCCCOC(C)OCC	Ethoxy
CCCCCCOC(C)OCCC(C)C	NO_MATCH
CCCCCCOC(C)OCCCCCC	NO_MATCH
CCCCCCOC(CCCCC)OCCCCCC	NO_MATCH
CCCCCCOC=O	Ester, Carbonyl
CCCCCCOCC#N	Nitrile
CCCCCCOCC(OC)OC	Methoxy
CCCCCCS	Thiol, Thione
CCCCCN	Amine
CCCCCN1C=CC=C1	NO_MATCH
CCCCCO	Alcohol
CCCCCOC(=O)\C=C\c1ccccc1	Ester, Carbonyl
CCCCCOC(=O)C(/C)=C\C	Ester, Carbonyl
CCCCCOC(=O)C(C)C	Ester, Carbonyl
CCCCCOC(=O)C(C)CC	Ester, Carbonyl
CCCCCOC(=O)c1ccccc1	Ester, Carbonyl
CCCCCOC(=O)c1ccccc1N	Ester, Carbonyl, Amine
CCCCCOC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CCCCCOC(=O)c1occc1	Ester, Carbonyl
CCCCCOC(=O)c1occc1	Ester, Carbonyl
CCCCCOC(=O)CC	Ester, Carbonyl
CCCCCOC(=O)CC(C)C	Ester, Carbonyl
CCCCCOC(=O)Cc1ccccc1	Ester, Carbonyl
CCCCCOC(=O)CCC	Ester, Carbonyl
CCCCCOC(=O)CCCC	Ester, Carbonyl
CCCCCOC(=O)CCCCC	Ester, Carbonyl
CCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCOC=O	Ester, Carbonyl
CCCCCOc1ccc(\C=C\C)cc1OC	Methoxy
CCCCCS	Thiol, Thione
CCCCN	Amine
CCCCN=C=S	Isothiocyanate, Thiol, Thione, Imino
CCCCN1C=CC=C1C=O	Carbonyl
CCCCO	Alcohol
CCCCOC(=O)/C=C/c1ccccc1	Ester, Carbonyl
CCCCOC(=O)C(/C)=C/C	Ester, Carbonyl
CCCCOC(=O)C(/C)=C\C	Ester, Carbonyl
CCCCOC(=O)C(C)C	Ester, Carbonyl
CCCCOC(=O)C(C)CC	Ester, Carbonyl
CCCCOC(=O)C(C)CCC	Ester, Carbonyl
CCCCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CCCCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CCCCOC(=O)C(C)OC(=O)CCC	Ester, Carbonyl
CCCCOC(=O)C\C=C\C	Ester, Carbonyl
CCCCOC(=O)c1ccccc1	Ester, Carbonyl
CCCCOC(=O)c1ccccc1N	Ester, Carbonyl, Amine
CCCCOC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CCCCOC(=O)c1occc1	Ester, Carbonyl
CCCCOC(=O)c1sccc1	Ester, Carbonyl
CCCCOC(=O)CC	Ester, Carbonyl
CCCCOC(=O)CC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCOC(=O)CC(C)C	Ester, Carbonyl
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC	Ester, Aldehyde, Acetyl, Carbonyl
CCCCOC(=O)Cc1ccccc1	Ester, Carbonyl
CCCCOC(=O)CCC	Ester, Carbonyl
CCCCOC(=O)CCC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCOC(=O)CCCC	Ester, Carbonyl
CCCCOC(=O)CCCCCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCOC(=O)CCCCCCCCC=C	Ester, Carbonyl
CCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCOC(C)OCC	Ethoxy
CCCCOC(C)OCCc1ccccc1	NO_MATCH
CCCCOC(C)OCCCC	NO_MATCH
CCCCOC=O	Ester, Carbonyl
CCCCOc1ccc(C)cc1	NO_MATCH
CCCCOc1ccc2ccccc2c1	NO_MATCH
CCCCOc1ccccc1	NO_MATCH
CCCCOc1ccccn1	NO_MATCH
CCCCOCC1=CC(=C(C=C1)O)OC	Methoxy, Alcohol
CCCCOCc1ccccc1	NO_MATCH
CCCCOCCc1ccccc1	NO_MATCH
CCCCS	Thiol, Thione
CCCCSC	Thioether
CCCCSCCCC	NO_MATCH
CCCCSSCC	NO_MATCH
CCCCSSCCCC	NO_MATCH
CCCN(CCC)CCC	Amine
CCCO	Alcohol
CCCOC(=O)/C=C/c1ccccc1	Ester, Carbonyl
CCCOC(=O)[C@H](C)OC(C)(C)CC	Ester, Carbonyl
CCCOC(=O)\C=C/c1occc1	Ester, Carbonyl
CCCOC(=O)C(/C)=C/C	Ester, Carbonyl
CCCOC(=O)C(/C)=C\C	Ester, Carbonyl
CCCOC(=O)C(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCOC(=O)C(C)C	Ester, Carbonyl
CCCOC(=O)C(C)CC	Ester, Carbonyl
CCCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CCCOC(=O)C(C)S	Ester, Thiol, Thione, Carbonyl
CCCOC(=O)C1=CC=CS1	Ester, Carbonyl
CCCOC(=O)c1ccc(O)cc1	Ester, Alcohol, Carbonyl
CCCOC(=O)c1ccccc1	Ester, Carbonyl
CCCOC(=O)c1ccccc1N	Ester, Carbonyl, Amine
CCCOC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CCCOC(=O)c1occc1	Ester, Carbonyl
CCCOC(=O)CC	Ester, Carbonyl
CCCOC(=O)CC(C)C	Ester, Carbonyl
CCCOC(=O)Cc1ccccc1	Ester, Carbonyl
CCCOC(=O)CCC	Ester, Carbonyl
CCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCOC(C)OCCC	NO_MATCH
CCCOC(C)OCCc1ccccc1	NO_MATCH
CCCOC=O	Ester, Carbonyl
CCCOc1cncc(C)n1	NO_MATCH
CCCS	Thiol, Thione
CCCSC	Thioether
CCCSC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCSCC=C	NO_MATCH
CCCSCCC	NO_MATCH
CCCSS(=O)(=O)CCC	NO_MATCH
CCCSS\C=C\C	NO_MATCH
CCCSSC	Thioether
CCCSSc1ccoc1C	NO_MATCH
CCCSSCC	NO_MATCH
CCCSSCC=C	NO_MATCH
CCCSSCC1=CC=CO1	NO_MATCH
CCCSSCCC	NO_MATCH
CCCSSSC	Thioether
CCCSSSCC	NO_MATCH
CCCSSSCC=C	NO_MATCH
CCCSSSCCC	NO_MATCH
CCN	Amine
CCN(CC)CC	Amine
CCN=C=S	Isothiocyanate, Thiol, Thione, Imino
CCN1C=CC=C1C=O	Carbonyl
CCn1cccc1	NO_MATCH
CCn1cccc1C(C)=O	Aldehyde, Acetyl, Carbonyl
CCNC(=O)C(CC)(C(C)C)C(C)C	Carbonyl, Amine
CCNC(=O)C1CC(C)CCC1C(C)C	Carbonyl, Amine
CCNc1ccccc1C(=O)OCC	Ester, Ethoxy, Carbonyl, Amine
CCNCC	Amine
CCO	Alcohol
CCO[C@@H]1C[C@H](C)CC(C)(C)C1	Ethoxy
CCOC(=C)C1C(C)(C)CC(=O)CC1(C)C	Ethoxy, Carbonyl
