cas_number,new_descriptors_added
21964-44-3,"['lactique', 'moisi', 'vegetal', 'frais', 'vegetal_vert', 'boise', 'gras', 'fermentaire']"
22029-76-1,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
22030-19-9,"['sucre_cuit', 'fleur_du_jardin', 'fruit_cuit', 'empyreumatique', 'fruite', 'fruit_rouge', 'cuit']"
22047-25-2,"['lactique', 'doux', 'fruit_sec', 'legume', 'fruite', 'lacte', 'fermentaire', 'cereale', 'grille', 'cacao', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'pyrazique', 'gras', 'cuit']"
22047-26-3,"['pyrazique', 'empyreumatique', 'malte']"
22047-27-4,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'pyrazique', 'gras']"
22094-00-4,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
22104-78-5,"['frais', 'vegetal_vert', 'vegetal']"
22104-79-6,"['cucurbitacee', 'vegetal', 'peponide', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais']"
22104-80-9,"['animal', 'chimique', 'fleur_du_jardin', 'fruite', 'graisse_animale', 'fleur_d_arbuste', 'floral']"
22414-70-6,"['chimique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
22418-66-2,"['citronne', 'vegetal', 'fruite', 'vegetal_vert']"
22451-50-9,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
22457-23-4,"['fruit_a_pepins', 'vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
22457-25-6,"['citronne', 'fruite', 'frais']"
22471-55-2,"['fleur_d_arbuste', 'boise', 'doux', 'balsamique']"
22628-11-1,['lactique']
22629-49-8,"['vegetal_vert', 'gras', 'vegetal', 'fruite']"
22694-96-8,"['doux', 'sucre_cuit', 'fruit_sec', 'torrefie', 'fruite', 'grille', 'legume_vert', 'cereale', 'cuit', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'gras', 'fermentaire']"
22717-57-3,"['animal', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'phenole', 'fruit_rouge']"
22720-75-8,['empyreumatique']
22771-44-4,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
22810-10-2,"['vegetal', 'fruite', 'aldehyde', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
22839-47-0,"['sucre_cuit', 'empyreumatique', 'cuit']"
22874-79-9,"['vegetal_sec', 'terreux', 'boise', 'moisi', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'floral', 'fermentaire']"
22882-89-9,"['fleur_d_arbuste', 'frais', 'floral']"
22940-86-9,['boise']
23089-26-1,"['vegetal_sec', 'doux', 'fruit_sec', 'balsamique', 'frais', 'lactone', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'gras', 'coumarine']"
23147-57-1,['gras']
23267-57-4,"['floral', 'fleur_du_jardin']"
23283-97-8,"['vegetal_sec', 'chimique', 'vegetal', 'aldehyde', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'aldehyde_frais', 'gras', 'phenole', 'fermentaire']"
23328-62-3,"['fruit_sec', 'empyreumatique', 'vegetal', 'oleagineux', 'fruite', 'malte', 'crucifere', 'gras', 'cereale', 'cuit']"
23333-91-7,"['moisi', 'vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
23495-12-7,"['vegetal_sec', 'doux', 'bois', 'vegetal', 'balsamique', 'fleur_d_arbuste', 'boise']"
23550-40-5,"['terreux', 'mineral', 'frais', 'metal', 'vegetal_vert', 'aldehyde_frais', 'vegetal', 'aldehyde', 'crucifere', 'gras']"
23579-92-2,"['doux', 'sucre_cuit', 'empyreumatique', 'cuit']"
23654-92-4,"['empyreumatique', 'cuit']"
23696-85-7,"['fruit_a_pepins', 'vegetal_sec', 'fruit_a_noyau', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fruit_rouge']"
23726-91-2,"['vegetal_sec', 'sucre_cuit', 'doux', 'fruit_a_noyau', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'fruit_noir', 'fruit_cuit', 'empyreumatique', 'vegetal', 'aldehyde', 'mielle', 'gras', 'cuit']"
23726-92-3,"['vegetal_sec', 'sucre_cuit', 'doux', 'fruit_cuit', 'empyreumatique', 'fruit_a_noyau', 'vegetal', 'frais', 'vegetal_vert', 'mielle', 'fruit_noir', 'cuit']"
23726-93-4,"['fruit_a_pepins', 'vegetal_sec', 'vegetal', 'fruite', 'fleur_d_arbuste', 'floral', 'mielle']"
23726-94-5,"['fleur_d_arbuste', 'fruit_a_pepins']"
23747-45-7,"['terreux', 'boise', 'moisi', 'vegetal']"
23747-48-0,"['fruit_sec', 'legume', 'fruite', 'fermentaire', 'cereale', 'soufre', 'empyreumatique', 'oleagineux', 'fruit_a_coque_torrefie', 'malte', 'vegetal', 'legumes_cuits', 'gras', 'pomme_de_terre', 'cuit']"
23769-39-3,"['alliace', 'legume', 'vegetal']"
23787-80-6,"['doux', 'sucre_cuit', 'fruit_sec', 'torrefie', 'friture', 'fruite', 'soufre', 'empyreumatique', 'oleagineux', 'vegetal', 'legumes_cuits', 'fruit_a_coque_torrefie', 'gras', 'pomme_de_terre', 'cuit']"
23787-90-8,"['vegetal_sec', 'resineux', 'bois', 'vegetal']"
23832-18-0,"['vegetal', 'fruite', 'aldehyde', 'mineral', 'metal', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
23911-56-0,"['doux', 'mielle', 'fleur_d_arbre', 'fruite']"
24048-14-4,"['gras', 'vegetal_vert', 'vegetal']"
24050-16-6,['empyreumatique']
24168-70-5,"['vert_pyrazique', 'amine', 'fruit_sec', 'vegetal', 'oleagineux', 'fruite', 'frais', 'vegetal_vert', 'epice', 'gras', 'legume_vert', 'fermentaire']"
24202-00-4,"['bois', 'phenole', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'gras']"
24237-00-1,"['frais', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
24276-84-4,"['medicinal', 'chimique']"
24295-03-2,"['cuit', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'fruit_a_coque_torrefie', 'malte', 'pyrazique', 'gras', 'cereale', 'fermentaire']"
24330-52-7,"['terreux', 'fruit_sec', 'legume', 'fruite', 'mineral', 'metal', 'fermentaire', 'boise', 'alliace', 'chimique', 'moisi', 'empyreumatique', 'oleagineux', 'vegetal', 'gras', 'cuit']"
24415-26-7,"['terreux', 'boise', 'moisi', 'fermentaire']"
24587-53-9,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
24680-50-0,"['chimique', 'balsamique', 'fruite', 'medicinal', 'boise', 'phenole', 'fruit_rouge']"
24683-00-9,"['vert_pyrazique', 'legume', 'vegetal', 'frais', 'vegetal_vert', 'legume_vert']"
24691-15-4,"['fleur_du_jardin', 'vegetal', 'fruite', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
24703-35-3,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
24717-85-9,"['vegetal_sec', 'fleur_du_jardin', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'gras']"
24717-86-0,"['resineux', 'chimique', 'pin', 'bois', 'fruit_sec', 'vegetal', 'oleagineux', 'fruite', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'gras', 'boise', 'phenole']"
24720-09-0,"['fruit_a_pepins', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'fruit_noir']"
24817-51-4,"['fleur_d_arbuste', 'frais', 'vegetal_vert', 'vegetal']"
24851-98-7,"['citronne', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'gras']"
25058-19-9,"['fruit_sec', 'oleagineux', 'fruite', 'gras']"
25152-83-4,"['floral', 'frais', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
25152-84-5,"['fruit_sec', 'legume', 'fruite', 'frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'aldehyde_frais', 'cucurbitacee', 'animal', 'empyreumatique', 'oleagineux', 'peponide', 'vegetal', 'graisse_animale', 'poulailler', 'cuit']"
25152-85-6,"['fleur_du_jardin', 'vegetal', 'vegetal_vert']"
25166-87-4,"['frais', 'vegetal_vert', 'vegetal']"
25225-08-5,"['fruit_a_pepins', 'vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
25225-09-6,"['chimique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
25225-10-9,"['fleur_d_arbuste', 'musque', 'animal', 'fleur_du_jardin']"
25304-14-7,"['resineux', 'bois', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
25312-34-9,"['fleur_du_jardin', 'fruite']"
25343-57-1,"['lactique', 'doux', 'sucre_cuit', 'empyreumatique', 'malte', 'cereale', 'grille', 'cuit']"
25409-08-9,"['gras', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite']"
25415-62-7,['fruit_a_pepins']
25435-63-6,"['vegetal_sec', 'doux', 'fruit_sec', 'agrume', 'fleur_du_jardin', 'balsamique', 'fruite', 'fleur_d_arbuste', 'frais', 'floral', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'gras', 'coumarine']"
25485-88-5,"['frais', 'vegetal_vert', 'boise', 'vegetal']"
25524-95-2,"['vegetal_sec', 'doux', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'fleur_d_arbuste', 'frais', 'floral', 'boise', 'vegetal', 'oleagineux', 'coumarine']"
25564-22-1,"['fleur_d_arbuste', 'fleur_du_jardin']"
25634-93-9,"['fleur_d_arbuste', 'fleur_du_jardin']"
25680-57-3,"['vert_pyrazique', 'legume', 'vegetal', 'vegetal_vert', 'legume_vert']"
25680-58-4,"['vert_pyrazique', 'fruit_sec', 'legume', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'legume_vert']"
25773-40-4,"['cacao', 'lactique', 'doux', 'fruit_sec', 'empyreumatique', 'torrefie', 'legume', 'vegetal', 'oleagineux', 'fruite', 'malte', 'lacte', 'gras', 'legume_vert']"
26131-91-9,['empyreumatique']
26330-64-3,"['vegetal_vert', 'fleur_du_jardin', 'gras', 'vegetal']"
26370-28-5,"['cucurbitacee', 'fleur_du_jardin', 'legume', 'vegetal', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
26446-31-1,"['lactique', 'vegetal_sec', 'doux', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'lactone', 'boise', 'vegetal', 'oleagineux', 'coumarine']"
26446-32-2,"['lactique', 'vegetal_sec', 'doux', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'lactone', 'boise', 'vegetal', 'oleagineux', 'gras', 'coumarine']"
26486-13-5,"['empyreumatique', 'cuit']"
26486-21-5,"['alliace', 'empyreumatique', 'legume', 'vegetal', 'cuit']"
26494-10-0,"['cuit', 'empyreumatique', 'cereale', 'malte']"
26516-27-8,"['fruit_sec', 'oleagineux', 'fruite', 'aldehyde', 'vegetal', 'vegetal_vert', 'aldehyde_frais', 'gras']"
26549-24-6,"['terreux', 'boise', 'moisi', 'gras', 'fermentaire']"
26549-25-7,"['fleur_d_arbuste', 'floral', 'chimique', 'phenole']"
26553-46-8,"['doux', 'alcool_de_fut', 'balsamique', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'fruit_exotique', 'chimique', 'boissons_alcoolisees', 'vegetal', 'aldehyde', 'mielle', 'gras']"
26553-47-9,"['floral', 'fermentaire', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee']"
26563-75-7,"['frais', 'vegetal_vert', 'vegetal']"
26643-91-4,"['fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'malte', 'fleur_d_arbuste', 'mielle', 'gras']"
26693-24-3,"['phenole', 'fume', 'empyreumatique']"
26728-44-9,"['vegetal_sec', 'terreux', 'doux', 'legume', 'balsamique', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'racine', 'boise', 'anise', 'lactone', 'legume_vert', 'bois', 'moisi', 'vegetal', 'aldehyde', 'gras', 'coumarine', 'fermentaire']"
26896-48-0,"['musque', 'animal', 'bois', 'balsamique', 'vegetal', 'boise']"
26912-64-1,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'aldehyde_frais', 'gras', 'anise']"
26927-89-9,"['resineux', 'boise', 'doux', 'bois', 'phenole', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
26927-90-2,"['resineux', 'boise', 'doux', 'bois', 'phenole', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
26946-66-7,"['boise', 'fruit_sec', 'bois', 'oleagineux', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'gras', 'fermentaire']"
26952-21-6,"['fleur_d_arbuste', 'floral', 'agrume', 'fruite']"
27043-05-6,"['gras', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite']"
27300-27-2,"['doux', 'sucre_cuit', 'empyreumatique', 'malte', 'cereale', 'cuit']"
27361-16-6,"['phenole', 'animal']"
27538-09-6,"['sucre_cuit', 'boise', 'empyreumatique', 'balsamique', 'malte', 'cereale', 'cuit']"
27538-10-9,"['sucre_cuit', 'brule', 'empyreumatique', 'cuit']"
27593-23-3,"['vegetal_sec', 'lactique', 'terreux', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'boise', 'fruit_exotique', 'moisi', 'vegetal', 'oleagineux', 'coumarine', 'fermentaire']"
27606-09-3,"['agrume', 'fleur_du_jardin', 'fleur_d_arbre', 'vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert']"
27625-35-0,"['fruit_a_pepins', 'lactique', 'chimique', 'fruit_sec', 'boissons_alcoolisees', 'boisson_fermentee', 'floral', 'fruit_rouge', 'fruit_noir', 'fermentaire']"
27817-67-0,"['soufre', 'legume', 'vegetal']"
27829-72-7,"['fruit_a_pepins', 'vegetal_sec', 'terreux', 'agrume', 'alcool_de_fut', 'balsamique', 'frais', 'floral', 'vegetal_vert', 'racine', 'lactone', 'boise', 'chimique', 'bois', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'coumarine', 'fermentaire']"
27939-60-2,"['vegetal', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
28043-10-9,"['chimique', 'vegetal', 'aldehyde', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
28069-72-9,"['fruit_a_pepins', 'fruit_sec', 'fleur_du_jardin', 'legume', 'fruite', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'cucurbitacee', 'pomme', 'oleagineux', 'peponide', 'vegetal', 'aldehyde']"
28069-74-1,"['fleur_du_jardin', 'frais', 'floral', 'racine', 'vegetal_vert', 'aldehyde_frais', 'boise', 'soufre', 'vegetal', 'aldehyde', 'crucifere', 'gras', 'fermentaire']"
28217-92-7,"['fruit_sec', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'fermentaire']"
28219-60-5,"['lactique', 'musque', 'animal', 'bois', 'vegetal']"
28219-61-6,"['bois', 'vegetal']"
28231-03-0,"['terreux', 'animal', 'bois', 'legume', 'vegetal', 'balsamique']"
28371-99-5,"['vegetal_sec', 'musque', 'vegetal_vert', 'animal', 'vegetal']"
28462-85-3,"['terreux', 'boise', 'vegetal', 'foret', 'frais', 'vegetal_vert']"
28588-74-1,"['amine', 'empyreumatique', 'mineral', 'metal', 'grille', 'cuit']"
28588-75-2,"['animal', 'alliace', 'empyreumatique', 'legume', 'vegetal', 'poivre', 'poulailler', 'epice']"
28588-76-3,"['empyreumatique', 'cuit']"
28631-86-9,"['boise', 'fruit_sec', 'moisi', 'oleagineux', 'fruite', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'fermentaire']"
28645-51-4,"['lactique', 'musque', 'animal', 'vegetal', 'aldehyde', 'vegetal_vert']"
28664-35-9,"['sucre_cuit', 'brule', 'boise', 'empyreumatique', 'balsamique', 'cuit']"
28787-36-2,"['sucre_cuit', 'doux', 'fruit_cuit', 'empyreumatique', 'cuit']"
28897-58-7,"['lactique', 'fermentaire']"
28940-11-6,"['vegetal_vert', 'peponide', 'chimique', 'vegetal', 'fruite']"
28973-97-9,"['frais', 'vegetal_vert', 'vegetal', 'fruite']"
28977-58-4,"['citronne', 'chimique', 'agrume', 'vegetal', 'fruite', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'phenole']"
29021-37-2,"['resineux', 'bois', 'vegetal', 'frais', 'phenole']"
29127-83-1,"['frais', 'floral', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
29171-20-8,"['musque', 'vegetal_vert', 'animal', 'vegetal']"
29350-73-0,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
29414-56-0,"['citronne', 'chimique', 'agrume', 'vegetal', 'fruite', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'phenole']"
29444-46-0,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'gras']"
29460-90-0,"['doux', 'sucre_cuit', 'fruit_sec', 'empyreumatique', 'oleagineux', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'mielle', 'gras', 'cuit']"
29460-92-2,"['frais', 'vegetal_vert', 'vegetal']"
29548-30-9,"['fleur_du_jardin', 'vegetal', 'fruite', 'aldehyde', 'fleur_d_arbuste', 'mineral', 'vegetal_vert', 'metal', 'frais']"
29587-89-1,['fruit_a_noyau']
29606-79-9,"['vegetal', 'aldehyde', 'menthe', 'vegetal_vert', 'aldehyde_frais', 'gras']"
29750-44-5,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
29759-11-3,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
29811-50-5,"['lactique', 'frais', 'vegetal_vert', 'vegetal', 'fermentaire']"
29837-12-5,['fruit_exotique']
29895-73-6,"['fleur_du_jardin', 'agrume', 'balsamique', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'vegetal', 'aldehyde', 'mielle', 'gras']"
29896-45-5,"['vegetal_vert', 'vegetal']"
29926-41-8,"['fruit_sec', 'legume', 'friture', 'fruite', 'frais', 'vegetal_vert', 'aldehyde_frais', 'cereale', 'soufre', 'animal', 'alliace', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'aldehyde', 'poulailler', 'pyrazique', 'gras', 'cuit']"
29926-42-9,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'malte', 'pyrazique', 'gras', 'cereale', 'grille']"
30021-74-0,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
30086-02-3,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
30100-15-3,"['fruit_a_pepins', 'fleur_du_jardin', 'fruite']"
30168-23-1,"['vegetal_vert', 'fleur_du_jardin', 'gras', 'vegetal']"
30310-41-9,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
30361-28-5,"['fruit_a_pepins', 'animal', 'vegetal', 'peponide', 'graisse_animale', 'frais', 'vegetal_vert']"
30361-29-6,"['lactique', 'animal', 'sucre_cuit', 'empyreumatique', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'poulailler']"
30390-50-2,"['vegetal_vert', 'vegetal', 'fruite']"
30408-61-8,"['chimique', 'fruit_sec', 'empyreumatique', 'fruit_a_coque', 'vegetal', 'oleagineux', 'fruite', 'frais', 'vegetal_vert', 'solvant', 'gras']"
30418-89-4,"['fleur_du_jardin', 'agrume', 'legume', 'vegetal', 'floral', 'racine']"
30453-31-7,"['soufre', 'legume', 'vegetal']"
30557-76-7,"['vegetal_vert', 'vegetal']"
30590-92-2,['empyreumatique']
30673-38-2,"['boise', 'chimique', 'boissons_alcoolisees', 'fruit_a_noyau', 'alcool_de_fut', 'balsamique', 'fruite', 'lactone', 'gras']"
30673-60-0,"['frais', 'vegetal_vert', 'vegetal']"
30689-75-9,"['frais', 'vegetal_vert', 'vegetal', 'fruite', 'agrume']"
30772-69-1,"['balsamique', 'doux', 'bois', 'vegetal']"
30772-79-3,"['vegetal', 'peponide', 'fruite', 'frais', 'vegetal_vert', 'gras']"
30895-79-5,['fruit_exotique']
30897-75-7,"['resineux', 'bois', 'phenole', 'vegetal', 'frais']"
30954-98-4,"['doux', 'fleur_d_arbre', 'vegetal', 'fruite', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'mielle', 'aldehyde_frais', 'gras']"
30960-39-5,"['resineux', 'bois', 'vegetal']"
31147-36-1,"['doux', 'boise']"
31323-51-0,"['fruit_exotique', 'vegetal_sec', 'boise', 'fruit_sec', 'vegetal', 'balsamique', 'oleagineux', 'frais', 'lactone', 'coumarine']"
31375-17-4,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
31416-78-1,"['frais', 'vegetal_vert', 'vegetal']"
31499-70-4,"['soufre', 'legume', 'vegetal']"
31499-71-5,"['soufre', 'legume', 'vegetal']"
31499-72-6,"['lactique', 'fleur_du_jardin', 'fruit_rouge']"
31501-11-8,"['fruit_a_pepins', 'doux', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'boise', 'chimique', 'boissons_alcoolisees', 'vegetal', 'aldehyde', 'boisson_fermentee', 'fermentaire']"
31502-14-4,"['animal', 'fleur_du_jardin', 'vegetal', 'fruite', 'peponide', 'graisse_animale', 'frais', 'floral', 'vegetal_vert']"
31539-84-1,"['frais', 'citronne', 'agrume', 'fruite']"
31704-80-0,"['cucurbitacee', 'fleur_du_jardin', 'vegetal', 'peponide', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais']"
31823-43-5,"['cucurbitacee', 'legume', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
31883-01-9,"['fruit_sec', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras']"
31906-04-4,"['vegetal_vert', 'fleur_du_jardin', 'vegetal']"
32210-23-4,"['resineux', 'doux', 'bois', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
32214-91-8,"['resineux', 'bois', 'vegetal']"
32231-50-8,"['lactique', 'animal', 'fermentaire']"
32263-00-6,"['frais', 'empyreumatique']"
32272-48-3,"['soufre', 'fruit_sec', 'legume', 'oleagineux', 'fruite', 'vegetal', 'crucifere', 'gras']"
32350-16-6,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'gras']"
32388-55-9,"['resineux', 'musque', 'doux', 'bois', 'animal', 'vegetal', 'balsamique', 'floral', 'vegetal_vert']"
32449-92-6,"['menthe', 'frais', 'vegetal_vert', 'vegetal']"
32540-03-7,['fleur_du_jardin']
32659-21-5,"['fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'vegetal']"
32665-23-9,"['fruit_exotique', 'fruit_a_pepins', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee', 'floral', 'fermentaire']"
32669-00-4,"['frais', 'vegetal_vert', 'gras', 'anise', 'vegetal']"
32736-90-6,"['soufre', 'lactique', 'empyreumatique', 'legume', 'legumes_cuits', 'vegetal', 'gras', 'pomme_de_terre', 'cuit']"
32736-91-7,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'fruit_a_coque_torrefie', 'gras', 'cuit']"
32737-14-7,"['fruit_exotique', 'fruit_sec', 'empyreumatique', 'torrefie', 'fruit_a_coque', 'oleagineux', 'fruite', 'fruit_a_coque_torrefie', 'gras']"
32741-11-0,"['vert_pyrazique', 'fruit_sec', 'empyreumatique', 'legume', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'gras', 'legume_vert']"
32749-94-3,"['frais', 'vegetal_vert', 'chimique', 'solvant', 'vegetal']"
32764-98-0,"['vegetal_sec', 'doux', 'fruit_sec', 'fleur_du_jardin', 'fruit_a_noyau', 'balsamique', 'fleur_d_arbuste', 'frais', 'lactone', 'boise', 'vegetal', 'oleagineux', 'gras', 'coumarine']"
32803-39-7,"['vegetal_vert', 'gras', 'vegetal']"
32974-92-8,"['fruit_sec', 'empyreumatique', 'torrefie', 'friture', 'oleagineux', 'fruite', 'malte', 'vegetal', 'pyrazique', 'gras', 'cereale', 'legume_vert', 'fermentaire']"
33046-81-0,"['animal', 'fruit_sec', 'empyreumatique', 'oleagineux', 'graisse_animale', 'cuit']"
33204-48-7,"['empyreumatique', 'torrefie', 'malte']"
33284-96-7,"['fruit_exotique', 'fruite']"
33467-73-1,"['fruit_exotique', 'fruit_a_pepins', 'banane', 'vegetal', 'peponide', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
33467-74-2,"['fruit_a_pepins', 'fruit_a_noyau', 'vegetal', 'peponide', 'vegetal_vert', 'lactone', 'gras']"
